"HBCx14_AC1","HBCx14_AC2","HBCx14_AC3","HBCx14_AC4","HBCx14_AC5","Symbol"
0,0,0,0,0,"AC233290.1"
0,0,0,1,0,"AC089998.3"
0,0,0,0,0,"AC007298.2"
0,0,0,0,0,"AC130415.1"
0,0,0,0,0,"AC078789.1"
1,1,0,0,0,"AC125603.2"
0,0,0,1,0,"AL512310.7"
0,1,2,0,0,"PHBP18"
0,0,0,0,0,"AC011595.2"
1,0,0,0,0,"AL929601.1"
0,0,0,0,0,"LINC02404"
5,8,9,12,16,"AC027288.3"
0,1,0,1,0,"AC093012.1"
0,0,0,0,0,"AC139697.1"
0,0,0,6,2,"AL162632.1"
0,0,0,0,0,"AL133372.3"
0,3,2,1,0,"AC004486.1"
0,1,0,0,1,"LINC02156"
299,531,695,713,683,"EEF1A1P17"
0,0,2,1,1,"AC124784.1"
0,0,0,0,0,"LINC02258"
184,258,339,277,382,"DDN-AS1"
0,0,0,0,0,"GLULP5"
0,0,0,0,0,"AC079385.3"
0,0,0,0,0,"LINC02409"
0,0,0,0,0,"AC025165.3"
965,1357,1795,1828,1971,"CUX1"
0,0,0,0,0,"LINC02416"
0,0,0,1,0,"AC008083.2"
0,0,0,0,0,"MRPS36P5"
0,0,0,0,0,"AC078776.1"
0,0,0,0,1,"LHX5-AS1"
0,0,0,0,0,"AC079598.1"
0,0,0,0,0,"AC011611.5"
0,0,2,0,0,"AC084879.2"
0,0,0,0,0,"AC025030.2"
0,0,0,0,0,"AC068993.2"
0,0,0,0,3,"TEN1"
4,12,14,14,10,"P2RX5-TAX1BP3"
0,3,1,0,1,"AC126177.5"
0,2,0,0,1,"AC083805.2"
2,4,4,8,8,"AC125611.2"
0,0,0,0,0,"AC004801.3"
1,1,3,0,1,"NOP56P3"
0,0,0,0,0,"QRSL1P3"
0,0,0,0,0,"AC008125.1"
0,0,0,0,0,"CR383656.10"
0,0,0,0,0,"AC011773.2"
0,0,1,1,0,"AC020612.3"
0,0,0,0,0,"OLA1P3"
0,0,0,0,0,"AL079352.1"
0,0,0,0,0,"SNRPGP18"
0,0,0,0,0,"AC004801.4"
1,7,2,2,4,"LINC02306"
0,0,0,0,0,"TEX49"
0,2,4,0,2,"AC078864.1"
0,0,0,0,0,"AC089984.3"
0,0,0,0,0,"AC084364.3"
0,0,0,0,0,"AC084365.1"
0,0,0,0,0,"AC010183.2"
0,0,0,0,0,"AC123904.3"
1,0,0,2,0,"AC126614.1"
0,0,0,0,0,"AC063947.1"
0,0,0,0,0,"AC016705.1"
0,1,4,0,2,"HMGA1P3"
1,0,0,0,0,"AC026111.1"
3,1,3,0,0,"RPL3P13"
0,1,0,1,0,"HIGD1AP1"
73,47,42,72,40,"AC011603.3"
0,0,1,1,1,"LINC02457"
0,0,0,0,0,"AC025259.2"
0,0,0,0,0,"OR5BT1P"
0,0,0,0,0,"AC078955.1"
0,0,0,0,0,"NF1P4"
0,0,0,0,0,"AL135878.1"
0,0,4,2,3,"AC063947.2"
0,0,0,0,1,"AC012157.2"
0,0,0,0,0,"AC123567.2"
0,0,0,0,0,"KRT125P"
0,0,0,0,0,"LINC02327"
0,0,0,0,0,"AC117377.1"
0,0,0,0,0,"AC073569.1"
0,0,0,0,0,"AC009779.2"
1,0,0,2,4,"AC073569.2"
0,0,0,0,0,"AL139316.1"
0,0,0,0,0,"AC074029.2"
0,0,0,0,0,"AC025263.2"
0,0,0,0,0,"AC025575.2"
77,115,160,139,148,"AC009779.3"
5,5,7,10,14,"BCDIN3D-AS1"
0,0,0,0,0,"AC073612.1"
0,0,0,0,0,"AL122126.2"
0,0,0,0,0,"AC138331.1"
3,4,3,1,2,"AC079600.3"
3,0,4,2,1,"ARL2BPP2"
0,1,2,2,1,"AC126177.6"
0,0,0,0,0,"AC128657.1"
0,0,0,1,0,"VTI1BP3"
0,0,0,0,0,"CR383656.11"
3,4,6,7,4,"AC078923.1"
0,0,0,0,0,"ARHGAP42P4"
0,0,0,0,0,"AL110292.1"
2,2,2,6,6,"AL391832.3"
0,0,0,0,0,"OR9A4"
0,0,0,0,0,"AC128707.1"
0,0,0,0,0,"AC079313.1"
1,3,4,4,4,"AC078820.2"
0,2,3,1,1,"AC093014.1"
0,0,0,0,0,"AC011611.6"
12,11,16,23,30,"AC005841.1"
0,0,0,0,0,"AC025031.2"
0,0,0,0,0,"LINC02286"
1,3,3,3,4,"ATXN2-AS"
0,0,0,0,0,"LINC02823"
6,8,11,13,8,"AC010173.1"
1,6,6,4,8,"MAP1LC3B2"
0,0,0,0,0,"HIGD1AP9"
0,0,0,0,0,"AL158058.1"
0,0,0,0,0,"AC009803.2"
0,0,0,0,0,"AC079316.1"
0,0,0,0,0,"CCNG2P1"
0,0,0,0,0,"AC005871.2"
0,0,0,0,0,"AC090109.1"
0,0,0,0,0,"PPIAP45"
0,0,0,0,0,"AC026116.1"
0,0,0,0,0,"PPIAP44"
0,0,1,0,0,"AC087897.2"
0,0,0,0,0,"KRT128P"
0,0,0,0,0,"AC089987.2"
3,1,3,0,2,"AC044802.2"
0,0,0,0,0,"LINC02444"
0,0,0,0,0,"AC025254.1"
0,0,0,1,0,"MKRN9P"
4,6,12,8,14,"AC106782.1"
0,0,0,0,0,"AC007656.2"
0,0,0,0,0,"AC025578.1"
0,0,0,0,0,"AC016954.1"
0,0,0,0,0,"LINC02396"
1,0,0,1,0,"AC007622.2"
0,0,0,0,0,"AC079313.2"
0,0,0,0,0,"AC127894.1"
0,0,0,0,0,"AC093023.1"
2,1,2,0,3,"LINC02406"
0,0,0,0,0,"AC007115.1"
0,0,0,0,0,"AC133555.3"
0,1,0,1,2,"HSPE1P4"
0,0,0,0,0,"AL512356.2"
0,0,0,0,0,"IMMP1LP2"
0,0,0,0,0,"AC069228.1"
0,0,0,0,0,"AC107023.1"
57,59,96,77,83,"AC025569.1"
0,0,0,0,0,"LINC00485"
0,0,0,0,0,"AC089998.4"
0,0,0,0,0,"LINC02412"
1,0,2,2,0,"AC073655.1"
0,0,0,0,0,"AC079598.2"
0,0,0,0,0,"LINC02300"
0,1,0,3,0,"AC008149.1"
0,0,0,0,0,"AC016993.1"
0,0,0,0,2,"AC079598.3"
0,1,0,0,1,"AC008083.3"
0,0,0,0,0,"LINC02392"
0,0,0,0,0,"AC087883.1"
0,0,0,0,0,"AC010196.1"
0,0,0,0,0,"SLC7A5P2"
0,0,0,0,0,"AC011602.1"
0,0,0,0,0,"AL163973.3"
0,0,0,0,0,"NKX2-2-AS1"
5,3,6,13,5,"AC073896.4"
0,0,0,0,0,"AC026371.1"
0,0,0,0,0,"AC004801.5"
0,0,0,1,0,"AC008126.1"
0,0,0,0,0,"AC079598.4"
0,0,0,0,0,"AC137768.1"
6,6,12,5,14,"AC144548.1"
0,0,0,0,0,"ZNF75BP"
0,0,0,0,0,"AC108721.1"
0,0,0,0,0,"AC078886.1"
0,0,0,1,0,"AC009522.1"
0,0,0,0,0,"LINC02424"
0,0,0,0,0,"PRSS58"
0,0,0,0,0,"AC090049.2"
0,0,0,0,0,"AC073571.1"
0,0,1,0,0,"CLEC5A"
0,0,0,0,0,"AC063950.1"
0,0,0,0,0,"AC020637.1"
9,22,13,22,10,"AC125611.3"
0,0,0,0,0,"ARHGAP42P5"
0,0,0,0,0,"AC024257.1"
0,0,0,0,0,"AC133480.1"
0,0,0,0,0,"MTND2P17"
0,0,0,0,0,"AC002351.1"
0,0,0,0,0,"OSTF1P1"
0,3,1,1,4,"RPL10P13"
2,0,0,0,0,"AC125603.3"
0,0,0,0,0,"YPEL5P3"
0,0,0,0,0,"AC078865.1"
0,0,0,0,0,"AC010177.2"
1,1,5,1,8,"AC011773.3"
0,0,0,0,0,"AC073896.5"
1,0,1,0,0,"AC063949.1"
0,0,0,0,0,"AL929601.2"
0,0,0,0,0,"AC025260.2"
0,0,0,0,0,"AC007513.1"
1,3,4,2,6,"AC024257.2"
0,0,0,0,0,"AC012085.2"
0,0,0,0,0,"OR7K1P"
0,0,0,0,0,"CLUHP8"
26,53,42,27,47,"LINC00592"
0,1,0,0,0,"BTF3P2"
0,0,0,1,2,"AC011603.4"
0,4,2,7,2,"POLR2KP1"
0,0,0,0,0,"TESC-AS1"
0,0,0,0,0,"NENFP2"
782,990,1206,1286,1444,"CHURC1"
1,1,1,1,0,"BRWD1P2"
0,0,0,0,0,"LINC02410"
0,0,0,0,0,"AC090503.2"
0,0,0,0,0,"NUTF2P2"
104,130,155,158,183,"VASH1-AS1"
1,5,5,5,3,"AC025034.1"
0,0,0,1,0,"AC012464.2"
0,0,0,0,0,"AC233290.2"
0,0,0,0,0,"AC079907.2"
10,15,14,13,15,"AC009779.4"
0,0,0,0,0,"AC016152.1"
0,0,0,0,0,"AC084879.3"
4,3,3,3,1,"AL589182.1"
18,30,25,22,26,"C17orf49"
0,2,2,0,0,"KLF17P1"
4,1,1,3,0,"AC034102.6"
0,0,0,0,0,"AC090502.3"
0,0,0,0,0,"AC073575.3"
0,0,0,0,0,"AL512310.8"
0,2,3,0,3,"LINC02461"
1,0,0,0,0,"LINC02394"
2,2,5,3,3,"AC125611.4"
0,0,0,0,0,"DUX4L52"
0,0,0,0,2,"AC130895.1"
0,0,0,0,0,"AC090680.1"
0,0,0,0,0,"AL133304.3"
0,0,0,0,0,"AC090001.1"
0,0,0,3,0,"AC078778.1"
0,0,0,3,0,"AC034102.7"
0,0,0,0,0,"AC079384.1"
0,0,0,0,0,"SYF2P1"
1,1,1,0,3,"IFITM3P6"
0,0,0,0,0,"AC138932.3"
0,0,1,6,1,"AC079174.1"
2,0,7,0,2,"NSA2P2"
0,0,0,0,0,"AC087888.1"
1,2,2,3,4,"PCNPP1"
0,0,0,0,0,"NF1P12"
0,0,0,0,0,"CR383656.12"
10,8,10,11,16,"AC073655.2"
42,41,65,58,53,"RTEL1"
0,0,0,0,0,"CR383656.13"
0,0,0,0,0,"ZNF970P"
0,0,0,0,0,"ADI1P3"
0,0,0,1,1,"SLC25A3P2"
0,0,0,0,0,"AC079363.1"
70,84,87,93,101,"AC004846.1"
6,10,7,4,5,"AL139099.2"
0,1,0,0,0,"AL139021.2"
0,0,0,0,0,"AL355097.1"
0,0,0,0,0,"AL356805.1"
0,0,0,0,0,"AL512360.1"
0,0,0,0,0,"AL132819.1"
3,6,6,7,10,"AC068831.2"
1,4,0,5,4,"AL391516.1"
0,0,0,0,0,"AL352984.1"
0,0,0,0,0,"AL358913.1"
0,0,0,5,0,"PPT2-EGFL8"
0,1,1,1,1,"LINC02318"
0,0,0,0,0,"RPA2P1"
0,1,0,0,0,"AL049833.1"
0,0,0,0,0,"AL442163.1"
0,0,0,0,0,"BCAR1P1"
0,0,0,0,0,"AL117190.1"
0,0,0,0,0,"AL591767.1"
0,0,0,0,0,"AL512361.1"
0,0,0,0,0,"AC016526.1"
0,0,1,0,3,"LINC02320"
1,0,3,4,5,"ZNF578"
0,0,0,0,0,"AL445383.1"
0,0,0,0,0,"AL157955.1"
0,0,0,0,0,"NT5CP2"
1,0,0,1,0,"AC087386.1"
0,0,0,0,3,"AL161670.1"
0,0,0,0,0,"AL355102.1"
0,0,0,0,0,"AL158801.2"
0,0,0,2,0,"AL121790.1"
0,0,0,0,0,"LONRF2P4"
0,0,0,0,0,"AF123462.1"
0,0,0,0,0,"AC100868.1"
0,0,0,0,0,"AC022469.1"
0,0,0,0,0,"LONRF2P3"
0,0,0,0,0,"FXNP1"
0,0,0,0,0,"AL160191.1"
0,0,0,0,0,"OR7E105P"
1,1,3,6,1,"AL512791.1"
0,0,1,0,0,"AC013451.1"
0,0,0,0,0,"AL162872.1"
10,3,5,10,10,"RBM8B"
0,2,1,0,0,"AL161757.2"
51,62,73,85,112,"PDF"
11,6,11,12,15,"AL583722.2"
0,0,0,0,0,"AC004825.1"
0,0,0,0,0,"AC087633.1"
0,0,0,0,0,"AC048337.1"
0,0,0,0,0,"RNASE12"
0,0,0,0,0,"AL139193.1"
0,0,0,0,0,"OR11K2P"
0,0,0,0,0,"AC007956.2"
0,0,0,0,0,"AL118557.1"
53,98,98,109,109,"LINC00641"
0,0,0,0,0,"AC005225.1"
0,0,0,0,0,"AL132855.1"
3,3,1,1,4,"AL132777.1"
0,0,1,1,4,"AL133153.1"
0,0,0,0,0,"AL442663.2"
0,0,0,0,0,"AC023510.1"
6,1,5,19,7,"AL139099.3"
5,2,1,6,0,"EGILA"
0,0,3,1,2,"AC022404.1"
0,0,0,0,0,"OR11H2"
2,5,4,16,8,"AC016526.2"
0,0,0,0,0,"AL158801.3"
0,0,0,0,0,"PTCD2P1"
14,17,40,38,36,"AL132780.2"
10,4,3,10,4,"AL160314.2"
0,0,0,0,0,"AL356019.1"
0,0,0,0,0,"AL355096.1"
3,2,8,6,3,"AC012651.1"
0,0,0,0,0,"AL591767.2"
0,0,0,0,0,"AC138701.2"
0,3,4,0,1,"AL160237.1"
0,0,0,0,0,"AL139011.2"
0,0,0,1,0,"AL049779.1"
0,0,0,0,0,"PHKBP2"
0,0,0,0,0,"OR11G1P"
9,14,12,13,8,"CHMP4BP1"
8,8,12,6,9,"AL161668.3"
3,3,4,1,4,"AC005726.1"
0,0,0,0,0,"AC007686.2"
0,0,0,0,0,"LINC02313"
0,0,0,0,0,"LINC02207"
0,0,0,1,1,"PPIAP6"
0,0,0,0,0,"AC009396.1"
1,0,1,3,1,"LINC00640"
0,0,0,0,0,"AL133240.1"
0,0,0,0,0,"TRAV15"
3,16,21,27,38,"LINC02251"
1,0,0,0,0,"SPESP1"
0,0,0,0,0,"SRMP2"
0,0,0,0,0,"LINC02277"
0,0,0,0,0,"AC023310.1"
0,0,0,0,0,"AC027013.1"
0,0,0,0,0,"AL049835.1"
0,0,0,0,0,"ZFP64P1"
0,0,0,0,0,"AL121603.1"
0,0,0,0,0,"OR11J5P"
0,0,0,0,0,"AL352955.1"
0,0,0,0,0,"AL359682.1"
0,5,3,1,3,"DIO3OS"
0,0,0,0,0,"LINC02287"
1,0,0,2,0,"AL845552.1"
0,0,0,0,0,"EIF3LP1"
4,6,3,8,12,"LINC02290"
0,0,0,0,0,"AL352979.1"
4,3,5,5,9,"AL157871.1"
0,0,0,0,0,"AL442163.2"
0,0,0,0,0,"AL163642.1"
0,0,0,0,0,"AC116612.1"
0,0,0,0,0,"AL049870.1"
0,0,0,0,0,"AC007954.1"
0,0,0,0,0,"LINC02295"
11,7,10,14,6,"LINC00239"
0,0,0,0,0,"AC006349.1"
0,0,0,1,1,"AL355075.2"
0,0,0,0,0,"AL133167.1"
0,0,0,0,0,"AC004817.1"
0,0,0,0,0,"AL121579.1"
0,0,6,3,5,"AL359317.1"
0,1,0,0,0,"AL157871.2"
1,0,0,0,0,"NT5CP1"
4,9,7,6,2,"AL049830.3"
4,7,5,7,7,"AL049828.1"
0,0,0,0,0,"ASB9P1"
0,0,0,0,0,"AP001781.2"
0,0,0,0,0,"BANF1P1"
4,3,3,5,4,"LINC02305"
3,4,1,5,4,"AL132712.1"
0,1,0,1,0,"AL079307.1"
0,0,0,0,0,"FKBP1BP1"
0,0,0,0,0,"FRMD6-AS2"
0,0,0,0,0,"AL133279.1"
0,4,5,2,3,"AC068896.3"
0,0,0,0,0,"AC107958.1"
0,0,0,0,0,"OR4K4P"
0,0,0,0,0,"AC068831.3"
0,0,0,0,0,"GLRXP2"
5,8,10,5,7,"RHOXF1-AS1"
0,0,0,0,0,"CENPUP2"
0,0,0,0,0,"LINC00645"
0,0,0,0,0,"AL161713.1"
0,0,0,0,0,"OR7E106P"
0,0,0,0,0,"AC104035.1"
0,0,0,0,0,"FAM204DP"
1,0,0,1,0,"AL157911.1"
2,4,1,3,1,"AC025162.1"
0,0,0,0,0,"SPECC1L-ADORA2A"
0,0,0,0,0,"LINC02322"
0,0,0,0,0,"AC245505.1"
0,0,0,0,0,"AL121852.1"
31,22,36,39,36,"AC005519.1"
5,5,10,8,7,"AL157912.1"
15,19,15,14,18,"AL359232.1"
0,0,0,0,0,"AC106028.1"
0,0,0,0,0,"PSMA3P"
0,0,0,0,0,"OR4N1P"
0,0,0,0,1,"BLZF2P"
0,0,0,0,0,"AC007376.1"
0,0,0,0,0,"DUX4L16"
8,6,14,14,15,"RHOQP1"
0,0,1,0,1,"AC007376.2"
0,0,0,0,0,"H3P40"
0,0,0,0,0,"PTTG4P"
0,0,1,3,3,"AL133467.1"
0,0,0,0,0,"AL163195.2"
0,0,0,0,0,"AL163974.1"
0,0,0,0,0,"SNRPGP1"
0,0,0,0,1,"AC008015.1"
0,0,0,0,0,"AL136298.1"
0,0,0,0,0,"AL157871.3"
0,0,0,0,0,"LINC01500"
0,0,0,0,0,"FAM181A-AS1"
0,0,0,0,0,"ZNF519P3"
0,0,0,0,0,"LINC02274"
0,0,0,0,0,"AC006530.1"
0,0,0,0,0,"TRIM6-TRIM34"
0,0,0,0,0,"NBEAP1"
5,3,3,4,6,"PPIAP4"
0,0,0,0,0,"AL391152.1"
21,29,35,40,38,"AL583810.1"
0,0,0,0,0,"AC021979.1"
0,0,0,0,0,"AL110118.1"
0,0,0,0,0,"SERPINA2"
0,0,0,0,0,"AL512357.1"
9,1,7,6,7,"AL355922.2"
0,0,0,0,0,"AL359238.1"
0,0,0,0,0,"AL162464.1"
0,0,0,0,0,"LINC01629"
1,2,2,8,5,"AC005225.2"
4,5,8,5,7,"AL161668.4"
0,1,6,4,3,"DYNLL1P2"
8,23,27,25,21,"DNAJC19P9"
0,0,0,0,0,"LINC-ROR"
0,0,0,0,0,"AF111169.1"
4,4,9,13,9,"YBX2P2"
0,0,2,0,0,"RPL21P7"
0,0,0,0,0,"AL117187.1"
0,0,0,0,0,"LINC02303"
0,0,0,0,0,"RPL21P9"
0,0,0,0,0,"AL136298.2"
0,0,1,0,2,"AL135838.1"
0,0,0,0,0,"AL442163.3"
0,0,0,0,0,"AL121820.1"
0,0,0,0,1,"SERPINE4P"
0,0,0,0,0,"OR11H5P"
0,1,0,2,0,"COX7A2P1"
0,0,0,0,0,"AC103996.1"
1,0,1,1,1,"AC126603.1"
0,0,0,0,0,"AL391261.1"
0,2,2,1,6,"LINC02292"
0,0,0,2,0,"AC110023.1"
0,0,0,0,0,"AC135626.1"
0,0,0,3,0,"AL049870.2"
392,469,523,639,574,"AL160006.1"
0,0,0,0,0,"AL121821.2"
0,0,0,0,0,"AC008056.1"
0,0,0,0,0,"AL389895.1"
0,0,0,0,0,"AL359212.1"
0,1,3,0,1,"RPL21P5"
0,0,0,0,0,"OR4T1P"
0,0,0,0,0,"AL133371.1"
4,4,8,9,12,"BCL2L2-PABPN1"
1,1,1,0,0,"SYNJ2BP-COX16"
2,0,4,3,0,"HSPE1P2"
5,3,2,5,5,"AL049780.1"
11,22,18,22,20,"LINC00930"
0,0,0,0,0,"UBE2CP1"
0,0,0,0,0,"AL392023.1"
0,0,0,0,0,"HSBP1P1"
0,3,2,4,2,"SEC23A-AS1"
0,1,0,0,0,"AC005520.3"
0,0,0,0,0,"AC026495.1"
64,83,85,97,106,"ARHGAP5-AS1"
0,0,0,0,0,"AL160236.1"
7,12,13,25,22,"AL136018.1"
1,1,2,4,0,"AL139021.3"
14,10,11,14,12,"TRIM34"
0,0,0,0,0,"AC006146.1"
0,0,0,0,1,"AL079303.1"
0,0,0,0,0,"AC022469.2"
0,0,0,0,0,"AL117190.2"
0,0,0,0,0,"AC068831.4"
2,2,1,1,1,"AL157871.4"
5,5,6,9,3,"HIF1A-AS3"
0,0,0,0,3,"COX6CP11"
0,0,0,0,0,"AL049874.3"
0,0,0,0,0,"AL132639.1"
0,0,0,0,0,"AL160313.3"
11,8,7,12,8,"LINC01397"
47,69,61,71,60,"AC011448.1"
0,0,0,0,0,"LINC02308"
0,0,1,0,0,"AC091544.2"
0,0,0,0,0,"AC022826.2"
0,0,0,0,0,"LINC02317"
0,1,0,1,0,"AC121758.2"
0,0,0,0,0,"AL132994.2"
0,0,0,0,0,"AL355836.1"
8,12,10,15,15,"AL132989.1"
0,0,0,0,0,"AL355095.1"
0,0,0,0,0,"BMS1P16"
0,0,0,0,0,"AL359219.1"
0,0,0,0,0,"AL358334.1"
3,6,3,6,5,"LINC01269"
0,0,0,0,0,"AL162464.2"
0,0,0,0,0,"AL355102.2"
0,1,0,0,0,"SALL4P7"
0,0,0,0,0,"AL133368.2"
0,0,0,0,0,"LINC02319"
0,0,0,2,0,"AC005225.3"
0,0,0,0,0,"AL359233.1"
0,0,0,0,0,"AL139317.1"
0,0,0,0,0,"AL357093.1"
0,0,0,0,0,"LINC00871"
31,40,65,45,55,"LINC00638"
0,0,1,4,2,"AL137786.1"
0,0,0,0,0,"AL161757.3"
2,5,11,13,19,"SRP54-AS1"
0,0,0,0,0,"AC245505.2"
0,0,0,0,0,"SLC20A1P3"
0,0,0,0,0,"AC023310.2"
27,27,25,23,41,"SLC25A21-AS1"
0,0,0,0,0,"LINC01193"
10,26,38,24,37,"AL358334.2"
0,0,0,0,0,"CXADRP2"
0,0,0,1,0,"C20orf141"
0,0,0,0,0,"AL139193.2"
0,0,0,0,0,"AL132711.1"
0,0,0,0,0,"LINC02311"
0,0,0,0,0,"AC009396.2"
0,0,0,0,0,"OR11H3P"
0,0,0,0,0,"CKAP2P1"
0,0,0,0,0,"AF099810.1"
21,45,24,46,27,"PRC1-AS1"
0,0,0,0,0,"DUXAP6"
165,251,249,294,332,"AL135999.1"
0,0,0,0,0,"AL162231.3"
0,0,0,0,0,"AL355102.3"
0,0,0,0,0,"ITPK1-AS1"
0,0,0,0,0,"AL356020.1"
15,12,21,23,23,"AC025884.1"
0,1,0,1,2,"LINC02328"
3,5,6,5,12,"AL049873.2"
1,0,1,1,0,"LINC00637"
0,0,1,0,0,"AL583722.3"
0,0,0,0,3,"SUB1P2"
79,88,79,93,124,"AL121603.2"
0,0,0,1,0,"ENO1P2"
0,0,0,0,0,"AL691403.1"
0,6,2,2,6,"H2AZ2P1"
0,0,0,0,0,"LINC02833"
0,0,0,0,0,"LINC02301"
38,54,49,49,66,"AL132800.1"
0,0,0,0,0,"AL358334.3"
0,0,0,0,0,"AL162632.2"
0,0,0,0,0,"AL356022.1"
0,0,0,0,0,"AL359399.1"
2,4,3,7,0,"AL110504.1"
0,0,0,0,0,"AL358335.1"
0,0,0,0,0,"AL358335.2"
0,0,0,0,0,"AL357093.2"
0,0,0,0,0,"AL359792.1"
0,0,0,0,0,"LINC01579"
0,1,0,0,0,"AL133453.1"
0,0,0,0,0,"AL137100.1"
1,1,2,3,3,"AL049779.2"
0,0,0,0,0,"AL355076.2"
0,0,1,0,0,"AC116903.1"
0,0,0,0,0,"MTND4P33"
0,0,0,0,0,"AC122685.1"
0,0,0,0,0,"AL049874.4"
0,0,0,0,0,"AC107958.2"
3,2,2,5,1,"DIO2-AS1"
0,0,0,0,0,"AC060814.1"
23,41,35,56,42,"AL356019.2"
8,13,8,10,10,"RAP1AP"
0,0,0,0,0,"LINC02330"
0,0,0,0,0,"BCAR1P2"
0,0,0,1,0,"AL355922.3"
0,0,0,0,0,"AC087636.1"
0,0,0,0,0,"NANOGP7"
0,0,0,0,0,"AL161757.4"
1,1,4,5,2,"HIF1A-AS1"
0,0,1,1,0,"AL161670.2"
0,0,0,0,0,"LINC01568"
0,0,0,0,0,"BMS1P15"
0,1,0,0,0,"AL589743.3"
0,0,0,0,0,"AL121694.1"
0,0,0,0,0,"KRT18P6"
0,0,0,0,0,"AL355773.1"
0,0,0,0,0,"LINC01580"
1,0,0,0,0,"SEPHS1P2"
0,3,0,0,0,"CKS1BP1"
0,3,2,1,0,"AL162171.1"
0,4,2,0,0,"AL121594.1"
0,1,2,0,2,"LINC00520"
0,0,0,0,0,"AL137230.2"
1,0,0,0,0,"AL355102.4"
29,41,41,37,43,"DUX4L27"
0,0,0,0,0,"AL132719.1"
0,0,0,0,0,"AL133241.1"
0,0,0,0,0,"AC023310.3"
1,3,1,1,0,"AL133153.2"
0,0,0,0,0,"ZNF519P2"
0,0,0,0,0,"AL136038.4"
0,0,0,0,0,"AL139317.2"
0,0,0,0,0,"AL355103.1"
0,0,0,0,0,"LINC01148"
1,2,1,3,4,"ADIPOR1P2"
0,0,0,0,0,"OR11H7"
0,0,0,0,0,"AL359237.1"
0,0,1,1,1,"LINC02310"
0,0,0,0,0,"AL133371.2"
18,7,11,10,15,"AL583810.2"
0,0,0,0,0,"TRAV33"
2,4,2,1,6,"AL442663.3"
0,0,0,0,0,"LINC02329"
0,0,0,0,0,"LINC02820"
0,0,0,0,0,"AC121758.3"
0,0,0,0,0,"OR4C13"
2,0,2,2,6,"RNASE4"
1,0,0,2,1,"LINC02289"
0,0,0,0,0,"AF111167.1"
0,0,0,0,0,"OR4K16P"
0,0,1,2,0,"AL160314.3"
4,4,1,2,2,"AL122035.1"
0,0,0,0,0,"LINC01147"
0,0,0,0,0,"AL079304.1"
0,0,0,0,0,"KRT8P2"
0,0,0,0,0,"AC026888.1"
0,0,0,0,0,"AC137834.1"
0,0,0,0,0,"AC103996.2"
0,0,0,0,0,"DUX4L4"
0,0,0,0,0,"TRAV28"
0,0,0,0,0,"AL121579.2"
1,0,0,0,1,"AL133370.1"
141,192,201,242,198,"MC1R"
0,0,0,0,0,"EEF1A1P2"
0,0,0,0,0,"AL390816.1"
0,0,0,0,0,"AL133485.2"
2,0,1,0,2,"AL162511.1"
0,0,0,0,0,"AL139354.1"
0,0,0,0,0,"EEF1A1P33"
1,0,0,0,0,"AL391261.2"
0,0,0,0,0,"GRAMD4P6"
0,0,0,0,0,"OR7E159P"
0,0,0,0,0,"AL450442.1"
0,0,3,1,1,"AL139300.2"
0,0,0,0,1,"AC021979.2"
0,0,0,0,0,"AL358333.1"
0,0,0,0,0,"OR11J2P"
0,0,0,0,0,"AL136520.1"
6,7,4,8,12,"AL359397.1"
0,0,1,0,0,"AL583722.4"
0,0,0,0,0,"LINC02296"
0,0,0,0,0,"AL133163.2"
0,0,0,0,2,"MIR381HG"
0,0,0,0,0,"SETP1"
0,0,0,0,0,"AC008575.1"
0,0,0,0,0,"AL390254.1"
0,0,0,0,0,"LINC01146"
0,0,0,0,0,"AL110505.1"
0,0,0,0,0,"LINC02312"
0,0,0,0,0,"EIF4EBP1P1"
0,0,0,0,0,"AC004828.1"
0,0,0,0,0,"FDPSP3"
0,0,0,0,0,"DUXA"
0,0,0,0,0,"AC009396.3"
2,4,4,6,8,"AL135818.1"
0,0,2,0,4,"TGFB3-AS1"
0,0,0,0,0,"ATP5F1AP4"
0,0,0,0,0,"AL355076.3"
8,15,20,30,39,"AC007040.2"
0,0,0,0,0,"AC068446.3"
18,16,15,17,26,"LINC02321"
0,0,0,0,0,"AL450267.1"
0,0,0,0,0,"HIGD1AP17"
0,0,0,0,0,"AL160237.2"
0,0,1,0,0,"AC112693.1"
777,935,1051,1318,1279,"CEP95"
0,1,2,2,1,"AC005480.1"
0,0,0,0,0,"AL160236.2"
0,0,0,0,0,"SETP2"
0,0,0,0,0,"ARHGAP16P"
0,0,0,0,0,"AC104390.1"
0,0,1,1,0,"SCOCP1"
0,0,0,0,0,"EGLN3-AS1"
0,0,0,0,0,"OR4U1P"
0,0,0,0,0,"HNRNPCP1"
0,0,0,0,0,"AL121821.3"
0,0,0,0,0,"AL049775.2"
0,0,0,0,0,"AL390816.2"
1,2,5,5,6,"AL157871.5"
0,0,0,0,0,"TRAV32"
0,0,0,0,0,"AL157687.1"
0,0,0,0,0,"AC009779.5"
3,0,2,0,1,"AL355075.3"
0,0,0,0,0,"AC091078.2"
277,424,436,580,483,"LINC01956"
0,0,0,0,0,"LINC02316"
0,0,0,0,0,"LINC02691"
0,0,0,0,0,"BHLHB9P1"
0,0,0,0,0,"SPATA31E2P"
0,0,0,0,0,"ZMYND19P1"
0,2,1,0,0,"AL355922.4"
