"HBCx14_Cisplatin1","HBCx14_Cisplatin2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","Symbol"
0,0,0,0,0,"MIR3657"
0,0,0,0,0,"AC079915.1"
0,0,0,0,0,"AP002472.1"
0,0,0,0,0,"AC005224.2"
0,0,0,0,0,"AC090616.5"
0,0,0,0,0,"MIR5002"
0,0,0,0,0,"AC005899.6"
16,5,19,20,16,"AC002091.2"
0,0,0,0,0,"MIR4740"
0,0,0,0,0,"MIR4273"
0,0,0,0,0,"AP000919.2"
0,0,2,0,0,"AP002478.1"
21,26,23,19,14,"SNHG25"
12,3,7,14,8,"AP005061.2"
0,0,0,0,0,"MIR3157"
5129,4011,5295,6507,4971,"NCOA4"
0,0,0,0,0,"MIR4636"
0,0,0,0,0,"AC130289.2"
0,0,0,0,0,"MIR4424"
2,2,0,1,0,"RN7SL118P"
0,0,0,0,0,"MIR4451"
0,0,0,1,1,"MIR3163"
0,0,0,0,0,"MIR4719"
0,0,0,0,0,"MIR5580"
1,0,0,0,0,"TBC1D3P5"
0,0,0,0,0,"MIR4264"
11,17,21,11,25,"MIR4746"
0,0,0,0,0,"RN7SL493P"
0,0,2,0,1,"AP005205.2"
0,0,0,0,0,"NARF-AS1"
1,3,2,3,2,"AL449423.1"
0,0,0,0,0,"AC007923.2"
0,0,0,0,0,"MIR3713"
0,0,0,0,0,"AC019183.1"
0,0,0,0,0,"MIR3179-3"
1,1,1,1,0,"AP001178.3"
0,0,0,0,0,"MIR4259"
0,0,0,0,0,"AC021506.1"
0,0,0,0,0,"MIR2392"
0,0,0,0,0,"MIR3196"
0,0,0,0,0,"AC233702.7"
0,0,0,1,0,"RN7SL220P"
13,1,10,7,8,"AC005288.1"
0,0,0,0,0,"AP001180.5"
2053,1938,2414,2747,2220,"MRPS21"
1,1,1,0,3,"AC007448.4"
0,0,0,0,0,"RN7SL616P"
0,0,0,0,0,"MIR5197"
0,0,0,0,0,"AC105245.1"
0,0,0,0,0,"AC007922.4"
29,25,32,34,28,"AC127024.5"
0,0,0,0,0,"MIR4641"
7,7,6,12,7,"AC011731.1"
0,0,0,0,0,"RDM1P2"
1,2,1,0,3,"AC055811.3"
2,1,0,2,2,"AC025198.1"
0,0,0,0,0,"MIR5681A"
0,0,0,1,0,"RN7SL162P"
0,0,0,0,0,"RDM1P1"
0,0,0,0,0,"AL354674.1"
14,11,9,12,12,"MIR4479"
0,0,0,0,0,"MIR3201"
0,0,0,0,0,"MIR3934"
0,0,0,0,0,"AP002478.2"
0,0,0,0,0,"MIR3689F"
0,0,0,0,0,"MIR4452"
0,0,1,0,0,"MIR4715"
0,0,1,0,0,"MIR4268"
0,0,0,0,0,"RAC1P1"
0,0,2,0,2,"AC021549.2"
3,6,3,2,3,"AP005242.2"
24,25,22,18,18,"GDF10"
0,0,0,0,0,"MIR4650-1"
0,0,2,0,0,"AC005697.2"
0,0,0,0,0,"MTCYBP13"
0,0,0,0,0,"MIR4318"
0,1,0,0,0,"MIR4706"
1,1,0,1,0,"MIR3619"
0,0,0,0,0,"AC008133.1"
0,0,0,0,0,"SPDYE22P"
1,1,1,1,1,"AC005838.3"
0,0,0,0,0,"AP001381.1"
0,0,0,0,0,"MIR5701-1"
0,0,0,0,0,"AC023575.1"
0,0,0,0,0,"RN7SL356P"
0,0,0,1,0,"LINC01443"
0,1,0,1,0,"MIR3145"
0,0,1,0,0,"MIR4530"
3,0,6,5,6,"MAGEA10-MAGEA5"
0,0,0,0,0,"AC011195.2"
25,35,31,23,23,"EIF1P5"
0,0,0,0,0,"MIR4418"
0,0,0,0,0,"RN7SL377P"
0,0,0,0,0,"MIR5579"
2,0,1,3,1,"AC018697.1"
0,0,0,0,0,"BOLA2P1"
3,2,6,2,7,"AP001025.1"
0,0,0,2,1,"FO680682.1"
0,0,0,0,0,"MIR4254"
0,0,0,0,0,"MIR3166"
0,0,0,0,0,"MIR4527"
0,0,0,0,0,"MIR4478"
0,0,0,0,0,"AC091027.2"
0,0,0,0,0,"AC006441.4"
2,2,4,3,0,"MIR4512"
0,0,0,0,0,"MIR4713"
1,0,0,0,0,"MIR4766"
0,0,0,0,0,"AC037487.2"
0,0,2,0,0,"AC079336.4"
1,0,1,0,0,"AC018521.6"
0,0,0,0,0,"AP005262.1"
0,0,0,0,0,"LINC01887"
0,0,0,0,0,"LONRF2P1"
0,0,0,0,0,"RN7SL176P"
0,0,0,0,0,"MIR4703"
9,18,13,10,22,"COP1P1"
0,0,0,0,0,"AC103808.5"
0,0,0,1,0,"MIR3692"
0,0,0,0,0,"MIR4742"
0,0,0,0,0,"MIR4642"
0,0,0,0,0,"RN7SL202P"
0,0,0,0,0,"MIR3972"
0,0,0,0,0,"MIR4754"
1,1,1,3,0,"AC024267.7"
0,3,0,2,1,"MIR3677"
0,0,0,0,0,"AC103810.5"
0,0,0,0,0,"MIR4299"
0,0,0,0,0,"AC053481.4"
31,14,23,29,32,"SETP3"
0,0,0,0,0,"MIR3126"
0,0,0,0,0,"AC093484.4"
1,0,3,1,0,"AC129510.2"
0,0,0,0,0,"MIR3908"
0,0,0,0,0,"MIR3169"
0,0,1,0,0,"AC007952.9"
0,0,0,0,0,"MIR4739"
0,0,0,0,0,"MIR4325"
3,1,2,0,2,"AC005703.4"
2,0,0,0,0,"MIR5692C2"
0,0,0,0,0,"AC233702.8"
0,0,0,0,0,"MIR4297"
1,2,4,3,4,"AC087164.1"
23,35,15,31,22,"AL135905.1"
0,0,0,0,0,"MIR4274"
0,0,0,0,0,"AC138761.2"
0,0,0,0,0,"AP001065.2"
0,0,0,0,0,"OR4K8P"
0,0,0,0,0,"AC044840.1"
0,0,0,0,0,"MIR3945"
0,0,0,0,0,"MIR4490"
0,0,0,0,0,"MIR4498"
0,0,0,0,0,"MIR4437"
0,0,0,0,0,"PSMD7P1"
3,0,3,2,0,"AP001793.1"
7,3,0,9,6,"AC005224.3"
0,0,0,0,0,"RN7SL48P"
0,0,0,0,0,"AC021534.1"
0,2,0,0,0,"MIR3149"
1227,1567,2016,2101,1212,"MYO15B"
0,0,0,0,0,"AC134407.1"
6,1,1,4,1,"AC079336.5"
0,0,0,0,0,"MIR4676"
0,0,0,0,0,"RN7SL14P"
0,0,0,0,0,"MIR5695"
0,0,0,0,0,"AC015688.4"
0,0,0,0,0,"DSG1-AS1"
6,10,10,9,5,"TBC1D29P"
0,0,0,0,0,"GTF2IP6"
0,0,0,0,0,"MIR4757"
0,0,0,0,0,"MIR4708"
0,0,0,0,0,"AC103808.6"
0,0,0,3,2,"AC005304.3"
0,0,0,0,0,"MIR3135A"
0,0,3,7,1,"MIR4645"
0,5,8,4,2,"MIR3661"
0,0,0,0,0,"RN7SL524P"
0,0,0,0,0,"MIR5680"
0,0,0,1,0,"MIR3680-2"
0,0,0,0,0,"MIR4464"
0,0,0,0,1,"MIR3194"
0,0,0,0,0,"AC137735.1"
0,0,0,0,0,"AP000897.2"
0,0,0,0,0,"RN7SL619P"
0,0,0,0,0,"AC015688.5"
0,0,0,0,0,"AC116003.2"
0,0,0,0,0,"AC011840.4"
0,0,0,0,0,"MIR4646"
38,24,40,25,29,"SH3GL1P1"
0,0,0,0,0,"MIR4444-2"
0,0,0,0,0,"MIR3663"
5,5,1,3,2,"AP005136.3"
8,5,4,9,6,"LGALS9DP"
0,0,0,0,0,"RN7SL7P"
1,0,0,0,0,"AC009137.2"
0,0,0,0,0,"AL031428.2"
0,0,0,0,0,"AC127540.1"
1,1,0,1,0,"AP005432.1"
0,0,0,0,0,"AC087575.1"
0,0,0,0,0,"MIR548H5"
0,0,0,0,0,"MIR548AE1"
0,0,0,0,0,"PPIAP57"
0,0,0,0,0,"AP005901.4"
0,0,0,0,0,"KPNA2P3"
5,3,3,0,4,"AC018521.7"
0,0,2,0,0,"AC129492.4"
4,4,2,1,3,"AC011195.3"
0,0,0,0,0,"MIR3689E"
0,0,0,0,0,"RN7SL712P"
19,8,21,25,21,"AC061975.6"
1,1,1,4,2,"GAPLINC"
0,0,0,0,0,"AC008088.1"
0,0,0,0,0,"AC068254.1"
5,2,6,1,3,"AC093330.1"
0,0,0,0,0,"AP001021.3"
4,1,0,2,0,"AC090912.2"
3,1,0,3,2,"MIR4482"
0,0,0,0,0,"ITM2BP1"
0,0,0,0,0,"MIR3910-1"
0,0,0,0,0,"RPSAP67"
0,0,3,1,0,"RN7SL123P"
53,43,45,66,53,"AC138207.8"
3,0,8,11,4,"AC005993.1"
0,0,0,0,0,"AC015688.6"
0,0,0,0,0,"RN7SL408P"
0,1,3,1,1,"AC104996.2"
0,1,1,3,1,"AC007923.3"
0,0,0,0,0,"AC132825.4"
0,0,0,0,0,"MIR4535"
0,0,0,0,0,"MIR4634"
0,1,2,0,0,"AP000902.1"
0,0,0,0,0,"AC005394.1"
0,0,0,0,0,"AL354892.3"
18,10,12,10,14,"AC005546.1"
0,0,0,0,0,"AKR1B1P7"
1,2,2,4,1,"AC027514.1"
0,0,0,0,0,"AC068473.2"
5,8,7,9,6,"AC243964.3"
92,86,105,132,83,"LINC00663"
0,0,2,1,0,"AC114684.1"
0,0,0,0,0,"AC005357.1"
0,0,0,0,0,"AC006116.2"
1,0,1,0,2,"AL121757.2"
2,2,2,4,5,"SLC25A6P4"
15,13,16,13,13,"AC008507.1"
5,5,6,5,8,"LINC01841"
0,0,0,0,0,"MRPS5P4"
36,20,32,47,27,"ZNF793-AS1"
0,0,0,0,0,"AC091132.3"
0,0,0,0,0,"hsa-mir-423"
15,12,15,9,15,"ACTBP9"
4,4,6,8,7,"AC006213.1"
1,0,2,2,4,"AC008543.3"
0,0,0,0,0,"AC063949.2"
0,0,0,0,0,"AC021594.1"
0,0,0,0,0,"AC015818.7"
0,0,0,0,0,"AC020905.1"
0,0,0,0,0,"AC067852.1"
0,0,0,0,0,"AC092651.1"
0,0,0,0,0,"AC006116.3"
12,8,7,22,8,"AC005775.1"
11,4,4,7,5,"AC005746.1"
15,16,7,12,10,"AC011442.1"
0,0,0,1,0,"AC119403.2"
0,0,0,0,0,"AC024592.1"
0,0,0,0,0,"RPSAP66"
0,0,0,0,3,"AC005262.1"
3,2,1,2,1,"MRPL37P1"
78,94,84,98,79,"AC022916.2"
0,0,2,2,1,"AC008752.2"
0,0,0,0,0,"AC093072.1"
0,0,0,0,0,"LINC01538"
0,0,0,0,0,"AC092073.1"
0,0,0,0,0,"AP001010.1"
0,0,0,0,0,"AP001269.1"
1,1,0,2,0,"AC012254.1"
0,0,2,0,1,"AC005786.1"
0,0,0,0,0,"AP005482.3"
342,323,402,458,311,"AC067852.2"
0,0,0,0,0,"AC005625.1"
0,1,0,1,1,"FXYD1"
0,0,0,1,1,"AC090220.1"
51,67,56,84,59,"AARSD1"
0,0,0,0,0,"AC023421.1"
0,0,0,0,0,"AP002449.1"
6,3,6,10,4,"AC061992.2"
0,0,0,0,0,"OR4F8P"
0,2,0,0,0,"AC092296.1"
2,0,0,4,0,"FARSA-AS1"
3,0,1,0,1,"AC079466.1"
0,0,0,0,0,"AC006504.2"
4,9,5,6,3,"AC011511.2"
0,0,0,0,0,"LINC01180"
5,5,9,10,1,"AC087289.1"
0,0,0,0,0,"AC022916.3"
12,10,16,18,10,"AC011444.1"
0,0,0,0,0,"POLR3GP2"
0,0,0,0,0,"AC010485.1"
0,0,0,0,0,"AC104984.6"
0,0,0,0,0,"AC021517.1"
0,0,0,0,1,"FTLP5"
0,0,0,0,0,"AC004528.1"
0,0,0,1,1,"DHX40P1"
5,1,2,3,1,"AL050343.2"
1,0,3,2,2,"AC020663.1"
1,0,0,0,0,"AP001542.1"
0,0,0,0,0,"AC090227.2"
0,6,7,8,0,"AC111182.1"
0,1,0,0,0,"AC016229.1"
0,0,0,0,0,"AC006538.2"
440,274,362,570,384,"AC060780.1"
1,2,0,0,0,"AC018761.1"
0,0,0,0,0,"AC002984.1"
0,0,0,0,0,"AC008507.2"
2,0,5,11,2,"AC012615.2"
3,2,4,2,5,"AC007780.1"
1,2,7,4,2,"AC011498.1"
0,0,0,0,0,"LINC01929"
0,0,0,1,0,"LINC01532"
1,1,0,0,2,"AC023090.1"
0,0,0,0,0,"AC111170.2"
0,0,0,0,0,"NTF6A"
0,0,0,0,0,"AC067968.1"
1,1,0,3,2,"LRRC37A16P"
0,0,0,0,0,"AC008747.1"
0,0,0,1,0,"AL136084.2"
0,0,0,0,0,"AC011524.1"
0,0,0,0,0,"TCF4-AS1"
75,84,87,89,74,"AC011498.2"
0,0,0,0,0,"AP001357.1"
0,2,0,0,0,"AC020911.1"
14,18,37,27,16,"AC010980.2"
0,0,0,0,0,"AC015911.2"
0,0,0,0,0,"AC005559.1"
0,0,0,0,0,"AC105094.1"
0,0,0,0,0,"AC016493.1"
32,16,29,39,23,"AC027097.1"
240,170,199,368,356,"ZNF850"
0,0,1,4,1,"AC100793.2"
0,0,0,0,0,"AC005757.1"
1,0,0,2,0,"E2F3P1"
0,0,0,0,0,"AC040977.2"
2,2,4,1,0,"AC092143.3"
0,0,1,0,0,"AC002398.1"
0,0,0,0,0,"AP005229.1"
42,25,21,33,27,"AC005050.1"
245,240,246,315,233,"AC092296.2"
0,0,1,0,0,"AC008738.1"
0,0,0,0,0,"AC007001.1"
28,8,22,15,23,"AC005336.1"
0,0,0,0,0,"LINC01905"
15,13,13,22,19,"AC006213.2"
0,0,0,0,0,"AC005943.1"
30,42,34,36,23,"PTGES3L"
0,0,0,0,0,"AC090213.1"
0,3,6,2,4,"AC018761.2"
0,0,0,0,0,"AC006130.1"
24,15,20,22,10,"UXT-AS1"
2,2,1,5,3,"LINC02080"
0,0,0,0,0,"AC107990.1"
0,1,0,0,0,"AP005264.1"
0,0,0,0,0,"AC026458.2"
0,0,0,0,1,"NAGPA-AS1"
1,0,0,1,0,"AC005256.1"
5,0,1,2,1,"AC015911.3"
0,0,0,0,0,"AC015818.8"
0,2,0,0,1,"CCDC58P3"
5,15,14,13,4,"AC020663.2"
0,0,2,0,1,"AC015802.1"
8,6,6,9,7,"AP001269.2"
425,431,530,505,407,"ASB16-AS1"
0,0,0,0,0,"AC011507.1"
5,1,0,2,0,"AC011472.1"
0,0,0,0,0,"KRT18P61"
0,0,0,0,0,"AC015802.2"
0,0,0,0,0,"AL512605.2"
0,0,0,0,0,"AC087683.1"
0,0,0,0,0,"AC008543.4"
0,1,2,2,5,"AC005789.1"
5,3,7,7,8,"CTBP2P7"
0,1,2,0,0,"AC027307.1"
1,1,1,0,0,"AC025048.1"
14,10,10,12,8,"AC008735.1"
0,0,0,0,0,"SLC14A2-AS1"
0,0,0,0,0,"AC113137.1"
0,0,0,0,0,"NTF6G"
270,272,261,292,249,"ILF3-DT"
0,0,0,0,0,"AC090376.1"
1,0,2,7,0,"AC060766.1"
0,3,0,0,0,"TBC1D3P1-DHX40P1"
0,0,1,1,1,"AC011511.3"
109,70,109,149,97,"ZNF561-AS1"
0,2,0,1,1,"PCAT19"
11,10,11,9,11,"AP001029.1"
0,0,0,0,0,"AC011990.1"
0,0,0,0,0,"AC010327.2"
0,0,0,0,0,"AC098848.1"
0,0,0,0,0,"AF038458.1"
11,9,4,5,11,"AC011481.1"
1,0,1,4,1,"AC022148.2"
0,0,0,0,0,"AP005264.2"
0,0,0,0,0,"AC010525.1"
5,9,7,3,6,"RPL10P15"
0,0,0,0,0,"AD000671.2"
45,45,76,63,47,"AC008105.3"
2,0,0,0,0,"AC004490.1"
1,1,0,2,2,"SCAT1"
3,5,6,4,3,"AC016588.1"
1,0,3,1,0,"AC012615.3"
33,41,65,71,47,"AC090360.1"
7,4,3,1,5,"RNF157-AS1"
0,0,0,0,0,"OR1AC1P"
4,2,3,1,1,"AC008738.2"
0,0,0,0,0,"AC005746.2"
0,0,0,0,0,"HMGB3P27"
0,0,0,0,0,"AC011518.1"
0,0,0,0,0,"LINC01924"
0,0,0,0,0,"AD000091.1"
0,0,0,0,0,"AP005131.1"
0,0,0,0,0,"AC005901.1"
10,17,18,11,16,"AC005954.1"
37,48,65,50,53,"AC005262.2"
0,0,0,0,0,"AC007998.2"
0,0,0,1,0,"AC012615.4"
37,27,45,37,30,"AC092296.3"
0,0,0,1,1,"AP001120.2"
0,0,1,0,1,"AC067968.2"
0,0,0,0,0,"AC006116.4"
0,0,0,0,0,"AC012301.2"
68,44,67,88,60,"LINC01842"
0,0,0,3,3,"AC005777.1"
0,0,0,0,0,"AC011476.2"
0,0,0,0,0,"AC006557.1"
0,0,0,0,0,"MIR2117HG"
116,100,113,197,101,"AC093227.1"
0,2,1,0,0,"CTBP2P3"
0,0,0,0,0,"OR1M4P"
2,0,0,3,1,"TPMTP1"
0,0,0,0,0,"AC011499.1"
0,0,0,0,0,"AC005379.1"
7,9,22,11,10,"AC091152.2"
0,0,0,0,0,"SDHDP1"
0,0,3,4,0,"CHMP1B-AS1"
0,0,0,0,0,"AC007993.1"
0,0,0,0,0,"AC005837.2"
50,30,47,59,46,"AC022098.1"
0,2,1,0,0,"CALM2P1"
0,0,0,0,0,"AC022031.1"
0,0,0,0,0,"AC245748.1"
2,4,1,1,1,"AC011472.2"
0,0,0,0,0,"AC105094.2"
0,0,0,0,0,"AP002505.1"
0,2,0,1,1,"PHF5CP"
2,0,1,1,0,"AC008770.2"
0,0,0,0,0,"AC007136.1"
0,0,0,0,0,"SNRPCP20"
0,0,0,0,0,"AC002545.1"
5,13,7,11,7,"PTP4A2P1"
0,0,0,0,0,"AC026898.1"
0,0,0,0,0,"AC245748.2"
0,0,0,0,0,"ATP5MGP7"
0,0,0,1,0,"TYMSP2"
18,7,15,9,15,"AC006213.3"
0,0,0,0,0,"AC006116.5"
0,0,0,0,0,"AC091151.1"
0,1,0,0,1,"MIR212"
0,0,0,1,0,"AC091044.1"
3,5,6,3,3,"AC011461.1"
1,1,0,1,0,"AC091132.4"
105,83,99,178,124,"AP001029.2"
0,2,0,2,1,"MIR132"
29,16,28,42,29,"LINC01775"
0,0,0,0,0,"AC090386.1"
0,0,0,0,0,"SNRPGP4"
0,0,0,0,0,"LINC01782"
1,0,0,2,0,"AC005954.2"
0,0,0,0,0,"LCN6"
0,0,0,0,0,"AC005884.1"
0,0,0,0,0,"LINC01897"
0,0,0,0,1,"AC003043.2"
1,0,0,0,1,"AC018761.3"
25,19,20,23,21,"AC007773.1"
0,0,0,0,0,"AC092068.1"
0,0,0,1,0,"AC040963.1"
14,11,24,17,18,"AC020915.1"
0,1,0,0,0,"AC005336.2"
0,1,0,1,0,"AC010504.1"
0,0,0,0,0,"AC011447.2"
159,156,217,194,164,"C17orf113"
1,1,1,0,2,"AC107993.1"
0,0,0,0,0,"AC005597.1"
2,0,2,1,0,"AC005498.1"
0,0,0,0,1,"WDR7-OT1"
3,6,9,6,5,"AC104971.1"
0,0,0,0,0,"AC005324.6"
0,0,0,0,0,"AC012254.2"
1,0,2,0,0,"AC005786.2"
0,0,0,0,0,"AC012615.5"
0,1,0,0,0,"HNRNPA3P16"
0,0,0,0,0,"AC092067.1"
1,0,0,0,0,"ZNF861P"
0,0,0,0,0,"AC093074.1"
0,0,1,0,0,"AP001198.1"
0,0,0,0,0,"AC011524.2"
0,0,0,0,0,"CYP4F10P"
0,0,0,0,0,"AC005381.1"
2,9,9,7,1,"AC012615.6"
0,0,0,0,0,"AC008805.1"
0,0,0,0,0,"AC091132.5"
1,0,0,1,1,"AP005264.3"
71,68,61,79,77,"AC025048.2"
9,5,18,8,7,"AP005482.4"
0,0,0,0,0,"AC011591.1"
46,27,39,65,45,"AC139100.1"
0,0,0,0,0,"LINC01255"
0,1,1,1,1,"WHSC1L2P"
348,260,310,351,240,"ZNF790-AS1"
1,0,2,1,0,"AC011498.3"
0,0,0,0,0,"AC105105.1"
32,43,41,28,44,"PPIAP58"
16,8,18,15,14,"ERVE-1"
6,5,1,7,8,"AC020928.1"
0,0,0,0,0,"AC099811.2"
0,1,0,0,1,"AC011444.2"
8,1,1,3,7,"AC111170.3"
18,18,19,17,10,"AC006504.3"
1,0,1,0,1,"AC011476.3"
0,0,0,0,0,"AC010776.1"
221,126,186,313,254,"PARD6G-AS1"
0,0,0,0,0,"AC060766.2"
32,17,51,46,31,"LINC01140"
0,0,0,0,0,"AC008567.2"
6,6,4,9,8,"AC008770.3"
0,0,1,1,1,"AC020911.2"
6,3,4,11,6,"AC024575.2"
298,215,335,325,302,"MAP3K14-AS1"
0,0,0,0,0,"AC090409.1"
0,1,0,1,1,"TBX2-AS1"
11,15,12,16,8,"ATF7-NPFF"
1,3,3,3,0,"AC011481.2"
133,149,148,167,142,"AC005306.1"
0,0,0,0,0,"AC022031.2"
1,2,0,2,2,"AC004672.2"
0,0,0,0,0,"AP001198.2"
7,7,4,1,8,"AC068473.3"
34,22,33,42,13,"AC138150.2"
0,0,0,0,0,"AC008752.3"
0,0,0,0,1,"AC008649.1"
0,0,0,0,0,"AP001542.2"
3,2,3,3,4,"AC012569.1"
2,0,1,1,4,"AC025048.3"
50,41,32,74,36,"CEBPA-DT"
0,0,0,0,0,"AC006116.6"
0,0,1,0,0,"AC011444.3"
0,0,0,0,0,"RPL23AP77"
5,1,2,2,2,"RNFT1-DT"
0,0,0,1,0,"AC011511.4"
0,0,0,0,0,"AC004637.1"
2,1,0,2,0,"AL592148.2"
1,3,0,3,0,"LINC01764"
119,132,122,133,121,"AC092295.2"
0,0,0,0,0,"OR4G1P"
0,0,0,0,0,"AC007673.1"
7,3,2,7,9,"AC015911.4"
0,0,0,0,0,"AC021504.1"
0,0,0,0,0,"AC104532.1"
0,0,0,0,0,"AC060766.3"
0,0,0,0,0,"AC090409.2"
103,134,143,196,98,"AC027307.2"
0,0,0,0,0,"AC005702.1"
7,5,9,11,4,"SELENOKP1"
0,0,0,0,0,"AC005580.1"
154,171,182,189,139,"SNHG30"
11,3,7,7,7,"SNHG22"
0,1,0,0,0,"SLC25A1P5"
0,0,0,0,0,"AC006557.2"
0,0,0,0,0,"LINC01415"
1,7,1,4,9,"AC009271.1"
0,3,4,3,7,"AC002398.2"
1,0,0,0,0,"BOLA3P2"
0,0,0,0,0,"ASNSP6"
0,0,0,0,0,"AC015936.1"
0,0,0,0,0,"AC008687.1"
0,3,0,2,0,"EIF4A2P1"
0,0,0,2,1,"LINC01478"
0,0,0,0,0,"AP000365.1"
0,0,0,0,0,"LINC00906"
5,1,2,2,7,"AC060780.2"
0,0,0,0,0,"AC100843.2"
2,3,0,0,2,"AC087289.2"
1,0,0,0,0,"ZNF833P"
0,1,1,2,0,"AC003070.1"
3,4,0,2,3,"AC010632.1"
1,1,0,0,0,"EIF5AP3"
7,2,4,10,6,"GEMIN7-AS1"
0,0,0,0,0,"AC015911.5"
0,0,0,0,0,"SH3GL1P3"
0,0,0,0,1,"AC020928.2"
0,0,0,0,0,"AC091151.2"
0,0,0,1,0,"RPL9P29"
0,0,0,0,0,"AC006557.3"
3,0,0,2,0,"AC015911.6"
0,0,0,0,0,"AC012309.1"
0,0,0,0,0,"SEC24AP1"
0,0,0,0,0,"AC092296.4"
3,1,0,0,1,"AC022706.1"
0,0,0,1,0,"KCNJ2-AS1"
0,0,0,0,0,"AP005131.2"
0,0,0,0,0,"UPK3BL1"
0,0,0,0,0,"AC015911.7"
31,31,56,37,14,"AC008752.4"
0,0,0,0,0,"AP001017.1"
0,0,0,0,0,"AC005330.1"
0,0,0,0,0,"AC008894.1"
37,21,31,26,37,"MIR924HG"
0,2,0,1,0,"AC008649.2"
0,0,0,0,0,"ATP5MGP6"
0,0,0,0,0,"AC020897.1"
0,0,1,3,1,"AC008569.1"
0,0,0,0,0,"AC010928.1"
1,1,0,1,1,"AC011447.3"
0,0,0,0,0,"SMCO4P1"
44,32,38,42,33,"AC011498.4"
7,2,4,3,2,"AC020931.1"
4,5,3,7,4,"AF038458.2"
0,0,0,0,3,"AC006504.4"
11,6,3,9,6,"AC036176.1"
0,0,0,1,0,"MIR122HG"
0,0,0,0,2,"CYP4F9P"
0,0,0,0,0,"AP002439.1"
3,4,7,6,1,"AC004596.1"
11,20,17,28,12,"DM1-AS"
0,0,0,0,0,"AC090236.1"
2,0,0,4,0,"AC090229.1"
0,0,0,0,0,"AC006130.2"
0,0,0,0,0,"AC006305.3"
0,0,0,0,0,"AC010928.2"
0,0,0,0,0,"AC090621.1"
0,0,0,0,0,"TCF4-AS2"
0,0,0,0,2,"AC023043.2"
6,0,1,0,1,"AC005180.1"
2,2,3,1,7,"AC011509.1"
0,0,0,0,0,"LINC02841"
0,0,0,0,0,"AC011498.5"
0,0,0,0,0,"AC068473.4"
0,0,0,0,0,"AC092068.2"
0,1,0,0,0,"LINC01901"
5,1,2,6,5,"AC120049.1"
0,0,0,0,0,"AC011471.1"
4,0,4,1,1,"AC025048.4"
1,0,1,0,0,"AC138474.1"
0,0,0,0,0,"ELOCP29"
120,108,144,191,137,"ZNF56"
0,2,0,0,1,"AC007993.2"
5,1,10,1,4,"AC005498.2"
50,70,57,70,59,"AC016582.2"
0,0,0,0,0,"AC005616.1"
3,0,0,0,1,"AC020934.1"
0,0,0,0,0,"LINC01928"
5,7,3,2,0,"AC087289.3"
0,0,0,0,0,"AC091135.1"
0,0,0,0,0,"AC006116.7"
0,0,0,0,0,"AC036176.2"
1,1,0,0,0,"DNAH17-AS1"
0,0,0,0,0,"AC008798.1"
37,59,71,53,52,"AC005786.3"
0,0,0,0,0,"AC012309.2"
0,2,2,2,1,"AD000671.3"
11,9,12,12,7,"LINC02594"
0,0,0,0,0,"AL353997.3"
0,1,0,0,0,"AC010641.1"
0,0,0,0,0,"SMUG1P1"
0,0,0,0,0,"AC003070.2"
0,0,0,0,0,"AC010649.1"
0,1,0,0,0,"AC005884.2"
0,0,0,0,0,"OR1AB1P"
0,0,0,0,0,"LINC02073"
0,0,1,0,0,"CLEC4O"
5,3,4,3,5,"ZNF582-AS1"
0,0,0,0,0,"AP005137.1"
0,0,0,0,0,"AC023043.3"
2,0,0,1,2,"AC004223.2"
7,14,17,15,11,"AC092069.1"
1,0,1,0,0,"AC006116.8"
0,1,0,0,0,"AC079210.1"
0,0,0,0,0,"AC090377.1"
0,0,0,0,0,"UBE2V2P2"
0,1,0,0,0,"AC011525.2"
0,0,0,0,0,"AC021683.1"
0,0,0,0,0,"APOC4"
5,11,19,12,3,"AC005944.1"
44,51,91,63,35,"ZNF571-AS1"
0,0,0,0,0,"AC005771.1"
7,1,4,11,5,"ARHGAP27P2"
14,4,11,8,8,"AC008569.2"
48,51,46,49,44,"AC008736.1"
0,0,0,0,0,"AC104365.2"
0,0,0,0,0,"AC008481.3"
1,0,0,0,0,"AP002414.3"
0,0,0,0,0,"AP001542.3"
0,0,0,0,0,"AC011477.1"
0,0,0,0,0,"AC104996.3"
0,1,1,1,0,"AC027319.1"
0,0,0,0,0,"GLUD1P4"
0,0,0,0,0,"AC100843.3"
0,0,0,0,0,"LINC01837"
0,0,0,0,0,"AC008759.1"
0,0,0,0,0,"AC100788.1"
0,0,0,0,0,"AL353997.4"
31,30,37,39,25,"CIRBP-AS1"
0,0,0,0,0,"FAM215A"
0,0,2,0,0,"NFE2L3P1"
8,5,10,8,8,"AC007786.1"
19,21,15,34,22,"ZNF887P"
0,0,0,0,0,"AC104365.3"
0,0,0,0,0,"AP005131.3"
1,0,2,0,0,"AC090236.2"
0,0,0,1,0,"AC005180.2"
18,10,11,8,22,"AC021683.2"
0,0,0,0,0,"AC010327.3"
118,65,131,135,100,"ZNF285"
0,0,0,0,0,"AC010511.1"
0,0,0,0,0,"AC011451.1"
0,0,0,0,0,"ADAD1P2"
1,4,1,1,0,"AC011446.1"
0,0,0,0,0,"HMGN1P31"
1,0,1,1,1,"AP001029.3"
0,0,0,0,0,"LINC01855"
0,0,0,0,0,"AC090699.2"
