"HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_chemonaive3","Symbol"
1,2,0,"AP002008.3"
0,0,0,"AP003400.1"
0,0,0,"CASP1P1"
0,0,0,"OR5B19P"
0,0,0,"AP001458.2"
0,0,0,"LINC02735"
0,0,0,"AP001922.6"
19,27,27,"AP001267.3"
0,0,0,"AC023538.1"
2,3,1,"AL354813.1"
0,0,0,"AC135050.2"
1,1,1,"AP001085.1"
1,1,5,"AC008750.2"
18,18,18,"AC109635.4"
1,7,1,"CD44-AS1"
0,0,0,"CYCSP27"
0,0,0,"AP003072.2"
0,0,0,"AP003064.2"
0,2,1,"AC044839.3"
0,0,0,"AC055860.1"
3,1,4,"AP002812.5"
0,0,0,"AC110056.1"
0,0,0,"AC010768.4"
0,0,0,"AC084851.2"
0,0,0,"AC100770.1"
189,160,174,"AP003486.1"
1,0,0,"AC084125.3"
0,0,0,"AC022880.2"
23,29,28,"AC108471.3"
1,0,0,"AC105233.2"
0,0,0,"ZDHHC20P3"
0,0,0,"OR8I1P"
5,6,1,"AC104031.1"
0,0,0,"AC011979.2"
6,2,4,"SEPTIN14P8"
0,0,0,"OR5AL2P"
1,4,3,"AP002433.1"
40,30,35,"AP001107.9"
0,0,0,"BOLA3P1"
0,0,0,"AC090099.1"
0,0,0,"AP001528.1"
1,2,1,"AL161668.2"
0,0,0,"GAU1"
0,0,0,"AP001007.2"
0,0,0,"AC011092.2"
0,0,0,"AC021713.1"
0,0,0,"AP000944.1"
0,0,0,"AP001189.5"
0,0,0,"AL353699.1"
0,0,0,"OR56A7P"
0,0,0,"AP001830.2"
0,0,0,"AP000889.2"
0,0,0,"LINC02764"
0,0,0,"OR5G4P"
0,0,0,"AP003122.4"
2,2,2,"AC087362.2"
0,0,0,"AC115990.1"
0,0,0,"EIF4A2P5"
114,66,161,"AC100858.3"
0,0,0,"H3P33"
0,0,0,"OR4A10P"
0,0,0,"LINC00681"
3,4,12,"AC145124.1"
0,0,0,"AC103796.1"
0,0,0,"AC022616.9"
7,13,13,"AC068385.1"
0,0,0,"AC036111.3"
0,0,0,"AC109635.5"
0,0,0,"CARD18"
0,0,0,"LINC02713"
0,0,0,"AP001767.3"
0,0,0,"AP001533.1"
0,0,0,"AC079064.1"
0,0,0,"AP003718.1"
0,2,4,"UVRAG-DT"
7,13,8,"AP002990.1"
0,0,0,"OR8A2P"
0,0,0,"AC023078.2"
0,0,0,"LINC02684"
0,0,0,"AC005363.1"
0,0,0,"OR4B2P"
0,0,0,"AP003499.2"
0,0,0,"AP005436.4"
95,94,102,"AP002748.4"
0,0,0,"AC103855.4"
1,1,1,"AC090589.2"
15,33,45,"AL356215.1"
0,0,0,"SNRPCP5"
0,0,0,"AP001652.1"
0,0,0,"NPIPB8"
0,0,0,"AL137804.1"
0,0,0,"NEDD8-MDP1"
0,0,0,"AC027369.5"
0,0,0,"AP003123.1"
433,497,549,"POLR2M"
0,0,0,"AF235103.2"
0,0,0,"NDUFS5P6"
0,0,1,"AC118942.1"
0,0,1,"AC136475.6"
0,0,0,"OR4A43P"
0,0,0,"AP003041.2"
0,0,0,"MRGPRX5P"
0,0,0,"AP000708.1"
0,0,1,"OR10V2P"
2,0,6,"AP002336.3"
0,0,0,"AP003122.5"
0,0,0,"AP000873.5"
0,0,0,"AC090625.2"
0,0,0,"AP005597.4"
0,0,0,"DEFB108D"
0,0,0,"AP004608.1"
0,0,0,"RPA2P3"
0,0,0,"AP003043.1"
0,1,0,"ENPP7P6"
0,0,0,"AP006587.4"
0,0,0,"AC027369.6"
0,0,0,"LY6G6E"
0,0,0,"LINC02733"
0,1,0,"OR7E1P"
0,0,0,"AP000857.2"
0,0,0,"AC087203.2"
0,0,0,"AP001266.2"
0,2,2,"AC013762.1"
9,15,22,"ZNF252P-AS1"
0,0,0,"OR4R2P"
29,15,25,"FDXACB1"
1,2,0,"UNC93B6"
0,0,0,"AC021006.2"
0,0,0,"AC073651.1"
0,0,0,"AC135279.2"
11,8,16,"BRWD1-AS2"
0,0,0,"TRAV1-1"
35,16,28,"MIR9-3HG"
1,1,2,"AC018653.1"
0,0,1,"AC004812.1"
0,0,0,"AP000462.1"
1,4,0,"AC006511.3"
0,0,0,"OR10G2"
0,0,0,"AC084357.3"
2,5,12,"AL590627.1"
0,0,1,"RAB44"
0,0,0,"AC007368.1"
0,0,0,"AP000997.2"
0,0,0,"AP000820.1"
0,1,1,"AP000439.1"
3,0,0,"AC006063.1"
0,0,0,"LINC02440"
1,2,1,"AC023790.2"
1,1,1,"PCDHB17P"
68,67,80,"C10orf88B"
0,0,0,"AC092862.1"
0,0,0,"AC140847.1"
0,0,1,"AC025576.1"
0,0,0,"MTRNR2L9"
1,0,0,"AC005833.1"
0,0,0,"AC068775.1"
4,5,8,"PABPC1P4"
0,0,0,"AC010185.1"
2,0,0,"AC093510.1"
0,0,1,"AC087242.1"
4,3,4,"AC008114.1"
17,33,39,"FAM222A-AS1"
51,45,44,"AC140847.2"
0,0,0,"AP002383.1"
3,2,7,"AC007570.1"
0,0,0,"RERG-AS1"
0,0,0,"AP002373.1"
0,0,0,"ARL6IP1P1"
2,0,1,"LINC02700"
5,4,4,"AC092471.1"
6,5,2,"AC007619.1"
0,0,0,"AC007406.1"
0,0,0,"AP002892.1"
0,0,0,"JRKL-AS1"
2,1,3,"AC091564.6"
0,0,0,"AC073864.1"
0,0,0,"AP003174.1"
282,249,296,"TRIL"
0,0,2,"AC002563.1"
0,3,0,"LINC02389"
0,0,0,"APOOP3"
0,0,0,"AC127070.3"
0,0,0,"AC140063.1"
7,10,6,"AP003170.1"
0,0,0,"OR4D2"
0,0,0,"LINC02460"
2158,2139,2827,"SNHG1"
0,0,0,"AC108516.2"
1,3,3,"TDGP1"
0,0,0,"AL662844.1"
0,0,0,"LINC01489"
0,0,0,"AC011462.1"
0,0,0,"IFNG-AS1"
0,0,0,"HNRNPABP1"
725,713,902,"AGAP2-AS1"
0,0,0,"AP000808.1"
0,0,2,"AC023796.1"
0,0,0,"AC007406.2"
0,0,3,"GNAI2P1"
90,111,103,"AC022509.1"
0,0,0,"AC009533.3"
0,0,0,"AC087894.1"
8,4,5,"LINC02422"
0,0,0,"MRPS18CP4"
677,643,783,"GOLGA2P10"
0,2,1,"LINC01479"
0,0,0,"LINC02747"
2,0,3,"AC005845.1"
0,2,2,"VDAC2P2"
0,0,0,"AC020611.1"
0,0,0,"AP000763.1"
0,0,0,"AC078950.1"
0,0,0,"RMST"
0,0,0,"AC092746.1"
0,0,0,"OR6J1"
2,1,4,"PTP4A1P2"
0,0,2,"PDE2A-AS1"
0,0,3,"AL121988.1"
0,0,0,"LINC02439"
0,2,2,"KRT8P11"
0,0,0,"AC025576.2"
0,0,0,"KLRC4-KLRK1"
8,10,2,"MTRNR2L8"
0,0,0,"AC006205.1"
0,0,0,"AC092490.2"
0,0,0,"AC069240.1"
0,0,0,"TIFAB"
0,0,0,"AL117348.2"
67,71,86,"AC131206.1"
0,0,0,"TAS2R20"
0,0,0,"AC069262.1"
0,0,0,"AC117503.1"
0,2,1,"AP000593.3"
0,0,0,"AP000777.1"
17,13,38,"AP003717.1"
1,0,0,"RXYLT1-AS1"
0,0,0,"AC091133.6"
0,0,0,"AC006065.1"
0,0,0,"KDM4F"
5,7,8,"AC069503.1"
150,108,199,"PXN-AS1"
0,0,0,"AC055720.1"
0,0,1,"AP000812.2"
0,0,0,"AC090023.1"
27,17,41,"DENND5B-AS1"
0,0,0,"AP003170.2"
0,0,0,"AC007529.1"
0,0,1,"AL138752.2"
472,519,635,"LINC00346"
0,0,0,"AC008813.1"
0,0,0,"AC091814.1"
0,2,2,"FUNDC2P1"
0,0,0,"AC124891.1"
0,0,0,"AC020611.2"
0,0,0,"NDFIP1P1"
26,9,18,"AP000786.1"
0,0,0,"AL662844.2"
0,0,0,"AC006065.2"
0,0,0,"RPL12P46"
4,14,8,"PDCD5P1"
155,203,172,"AC024901.1"
0,0,1,"AC148477.1"
0,0,0,"AC226150.1"
0,0,0,"CCND2-AS1"
0,0,2,"AC026310.2"
0,0,0,"AC078878.1"
0,0,0,"AP002993.1"
0,3,2,"AP000943.2"
3,1,7,"AP003108.1"
0,0,0,"AC117500.2"
0,0,0,"AC006065.3"
0,0,0,"AC025252.2"
2,1,3,"AC069234.1"
0,0,0,"AP002754.2"
0,6,5,"RPS6KB2-AS1"
0,0,0,"AC022364.2"
0,0,0,"AC115676.1"
4,3,3,"AP000777.2"
10,9,15,"AC092851.1"
1,1,4,"HSPD1P12"
0,0,0,"AC073916.1"
40,21,53,"AC006064.3"
2,0,4,"HADHAP2"
0,0,0,"AC024145.1"
0,1,0,"LINC02421"
0,0,0,"AC026333.1"
0,0,0,"AC137627.1"
0,0,0,"CYP2A6"
0,0,0,"RAB11AP2"
2,1,1,"AC006927.1"
0,1,0,"AP000439.2"
0,0,0,"NXPE2P1"
120,103,140,"AC007848.1"
0,1,3,"MT1JP"
0,0,0,"TOMM20P2"
0,0,0,"TUBB4BP1"
0,0,0,"AC121334.1"
7,15,20,"AC131009.1"
0,0,0,"PSMC1P9"
0,0,0,"AP002795.1"
0,0,0,"AC005906.1"
0,0,0,"LINC02824"
0,0,0,"AC079949.1"
0,0,0,"AC092490.3"
27,6,17,"AC084117.1"
1,3,4,"ARAP1-AS1"
2,8,17,"AC125616.1"
0,0,0,"AC007688.3"
6,2,1,"AC027277.1"
0,0,0,"TAS2R63P"
0,1,0,"AC006205.2"
0,0,0,"ELOCP31"
0,0,0,"LINC02411"
0,0,0,"CACNA1C-AS4"
0,1,0,"AC026362.1"
115,119,106,"AL590560.2"
7,4,6,"CBX3P4"
4,7,2,"AP002770.1"
0,0,0,"AP000619.2"
0,0,1,"MRPL40P1"
0,0,0,"LINC02446"
3,4,1,"PAPPA-AS1"
0,0,0,"AP001858.2"
67,55,65,"CTSO"
0,0,0,"AC026333.2"
0,4,10,"MTRNR2L10"
1,4,5,"AL583722.1"
19,12,21,"COA8"
0,0,0,"AC087257.2"
57,61,84,"TRAPPC2B"
11,22,28,"DNAAF4"
0,0,0,"AC063926.1"
3,4,4,"A2MP1"
0,0,0,"AC016956.1"
0,0,0,"AC084291.1"
0,0,0,"AC078889.1"
124,105,158,"URB1-AS1"
1,6,1,"AC008033.1"
0,0,0,"LINC02442"
0,0,0,"AC092451.2"
1,1,0,"AC243972.2"
0,0,0,"AC090673.1"
1,6,2,"AC092112.1"
0,0,0,"AC130404.1"
326,342,414,"ZNF432"
0,0,0,"MTRF1LP1"
21,20,25,"SBNO1-AS1"
0,0,0,"AC122688.1"
0,0,0,"AP002392.1"
0,0,0,"AP000721.1"
0,3,4,"AC092745.1"
1,0,0,"ATP5MFP5"
0,0,0,"AC135586.1"
0,0,0,"LINC02443"
16,11,24,"AP001453.2"
0,0,0,"SOX5-AS1"
8,10,16,"LINC01152"
0,0,0,"AC005868.1"
23,39,40,"LINC00944"
0,0,0,"EGLN3P1"
0,0,0,"AC092865.2"
0,0,0,"AC117373.1"
0,0,0,"ZKSCAN7P1"
7,20,22,"AC007637.1"
0,1,7,"AC006206.1"
0,0,0,"AP000763.2"
0,0,0,"AC087863.2"
8,3,13,"ITFG2-AS1"
0,0,0,"ADGRD1-AS1"
36,37,38,"AC027290.2"
2,5,2,"LINC02598"
0,0,0,"AC011604.1"
0,0,0,"AC022080.3"
0,0,0,"SMLR1"
0,0,0,"LINC02571"
4,3,3,"ATF4P4"
0,0,0,"GCSHP4"
0,0,0,"LINC02420"
0,0,0,"AC024940.4"
0,0,0,"AP001880.1"
0,0,0,"AC055720.2"
0,0,0,"TAS2R30"
0,1,0,"AP003717.2"
0,1,0,"AC012158.2"
0,0,0,"LINC00507"
1,1,0,"AP002518.1"
11,14,20,"AP003721.1"
0,0,0,"TSPAN9-IT1"
0,0,0,"AC078962.3"
0,0,0,"AC073862.1"
0,0,0,"AC018523.2"
0,0,0,"AC073578.1"
33,29,62,"AC005255.1"
1,2,2,"AC023512.1"
0,0,0,"AC007848.2"
0,0,0,"AP003037.1"
0,0,0,"AC244502.2"
0,0,0,"MTRNR2L3"
410,500,510,"ZNF10"
1,0,0,"AC092747.1"
4,1,1,"ZNF486"
4,1,1,"LINC02387"
15,15,19,"AC022509.2"
132,156,178,"SMIM3"
1,0,0,"AC007450.1"
33,37,32,"SUPT16HP1"
0,0,0,"RPL7AP3"
1,5,0,"AC026333.3"
0,0,0,"AC073912.2"
0,0,0,"AP000619.3"
0,0,0,"AC019209.1"
0,0,0,"CACNA1C-IT2"
0,0,0,"AC117500.3"
0,0,0,"LINC02425"
0,1,0,"USP30-AS1"
0,0,0,"DDX11L8"
0,0,0,"LINC02454"
869,1022,1267,"HMBS"
96,125,167,"CACNA1C-AS2"
0,0,0,"AC022511.1"
0,0,0,"TAS2R64P"
0,0,0,"AC048382.1"
5,3,2,"AP006289.1"
0,0,0,"AP003174.2"
0,0,0,"AC112694.1"
0,0,1,"METTL8P1"
0,0,0,"OSBPL9P5"
0,0,0,"AC078878.2"
23,26,16,"LINC02398"
0,0,0,"LINC02617"
0,0,0,"LINC02376"
2,3,7,"AC135279.3"
127,151,197,"ZNF225"
0,0,0,"AC135388.1"
11,14,11,"AC073912.3"
0,0,0,"AC007527.1"
0,0,0,"NDUFA5P6"
0,0,0,"AC084880.2"
0,0,0,"AC138466.1"
0,0,0,"AC078962.4"
0,0,0,"AP000462.2"
0,0,0,"AC087235.2"
2,0,1,"AC025423.1"
0,0,0,"NIFKP3"
0,0,0,"RPL41P2"
0,0,0,"AC007655.1"
3,1,2,"ABCC6P1"
7,17,13,"AP006333.2"
0,0,0,"AC095350.1"
0,0,0,"AC092470.1"
0,0,1,"OR8R1P"
0,0,0,"AP002748.5"
0,0,0,"AC243972.3"
1,2,1,"AC007834.2"
0,0,0,"AC087258.1"
0,0,0,"NTAN1P3"
13,36,40,"HSPA8P5"
0,0,0,"AL132708.1"
0,0,0,"RPL31P57"
1,0,0,"AC027544.1"
0,0,0,"LINC02375"
10,6,5,"AC069234.2"
0,0,0,"LRRC34P1"
0,0,0,"AC023050.3"
0,0,0,"PPIAL4D"
1,2,0,"AC009509.2"
0,0,0,"AC008011.1"
0,0,0,"TRAV8-5"
0,0,0,"AC005832.1"
0,0,0,"UBE2NP1"
0,0,0,"AC048352.1"
6,8,9,"RPL41P5"
0,0,0,"ASIC5"
0,0,0,"AC079866.1"
0,0,0,"AC018630.1"
0,0,0,"AP003785.1"
3,2,1,"AL357673.1"
150,131,198,"AC006206.2"
0,0,0,"OSBPL9P4"
0,0,0,"LINC02552"
0,0,0,"LINC02414"
1,0,0,"AC010175.1"
79,59,95,"AC005840.2"
0,0,0,"TAS2R31"
0,0,0,"AC019209.2"
0,0,0,"AP001888.1"
0,0,0,"AC010186.1"
119,106,79,"AP003559.1"
7,2,3,"AP000763.3"
5,2,5,"AC007552.1"
0,0,1,"AP003170.3"
33,32,39,"DND1"
1,2,0,"AC080075.1"
9,5,9,"AL732437.1"
0,0,0,"SALL3"
14,6,14,"YWHABP2"
0,0,0,"AC023050.4"
5,0,0,"AP002383.2"
0,0,0,"AC087260.1"
0,0,0,"TRAV11"
0,0,0,"AC018653.2"
0,0,0,"AP006333.3"
0,0,0,"AC023796.2"
0,0,0,"AC140118.1"
0,0,0,"LINC02825"
0,0,0,"AC073913.1"
0,0,0,"LINC02468"
0,0,0,"AL139300.1"
0,0,0,"AC073913.2"
0,0,0,"AC009509.3"
0,1,1,"MRGPRF-AS1"
0,0,0,"AC009511.1"
0,0,0,"AC022081.1"
0,0,0,"AP003419.1"
0,0,1,"AP000812.3"
677,729,999,"POLG2"
0,2,0,"AP002373.2"
1,2,0,"SMIM10L1"
6,4,5,"AC046130.3"
0,0,0,"AC007406.3"
10,22,10,"AC148477.2"
2,1,2,"AC156455.1"
0,0,0,"LINC02369"
17,9,15,"AC092745.2"
0,0,0,"TRAV1-2"
0,0,0,"AC009509.4"
0,0,0,"LINC01486"
0,0,0,"NANOGNBP2"
8,5,10,"AC007552.2"
0,0,0,"AL049650.2"
0,0,0,"AP002761.2"
3,5,3,"AC069234.3"
0,0,0,"AC079866.2"
1,0,0,"OR13A1"
0,3,4,"LINC02361"
0,0,0,"AC007406.4"
0,0,0,"NLRP9P1"
0,0,0,"LINC02390"
0,2,1,"AC027544.2"
2,3,3,"ENPP7P5"
0,0,0,"TRDV3"
15,19,22,"AP003108.2"
50,61,60,"AC010186.2"
0,0,1,"AC026358.1"
0,0,0,"LINC02393"
1,1,3,"AP003170.4"
0,0,0,"AC084880.3"
1,0,2,"CYP2B7P"
0,0,0,"AK6P1"
0,0,0,"AC010197.1"
0,0,1,"AP002414.2"
1,0,0,"MTRNR2L1"
4,11,12,"AC092747.2"
0,0,0,"AC024224.1"
0,0,0,"AC073651.2"
131,91,105,"ZBTB11-AS1"
0,0,0,"AC090424.1"
0,1,0,"AC135586.2"
0,2,3,"PDE2A-AS2"
0,0,0,"LINC01965"
0,0,0,"AC023051.2"
0,0,0,"LINC00273"
0,0,0,"LINC02441"
0,0,0,"AC010132.3"
11,5,8,"RERG-IT1"
0,0,0,"AC006518.1"
0,0,2,"AC005906.2"
0,0,0,"AC244131.1"
1,0,2,"AC008115.1"
0,0,0,"LINC02368"
0,0,0,"CLEC12B"
0,1,1,"A2ML1-AS1"
78,101,125,"AC112777.1"
0,0,0,"AC025423.2"
410,373,503,"KLRA1P"
0,0,0,"AC078962.5"
0,0,0,"LIMS4"
0,0,0,"LINC02455"
76,73,75,"AC141557.1"
1,0,1,"AC020549.2"
0,0,0,"AC025423.3"
1,0,0,"CCDC58P5"
0,0,0,"AC006518.2"
341,397,377,"ZNF350"
0,0,0,"LINC02737"
0,0,0,"AC019209.3"
12,12,15,"AP001160.1"
0,0,0,"AC005908.2"
0,1,0,"AC026369.2"
0,2,0,"AC003982.1"
0,0,0,"TMEM132D-AS2"
1,0,0,"ENTR1P1"
0,0,0,"AL137779.1"
0,0,0,"AC005342.2"
0,0,1,"AC007458.1"
0,0,0,"AL133271.1"
0,0,0,"AC134349.1"
0,0,0,"PGA5"
0,0,3,"AC087318.1"
0,0,0,"LINC02698"
10,5,4,"BTG1P1"
0,0,0,"CACNA1C-IT3"
0,0,1,"AP003717.3"
0,0,0,"AC006065.4"
2,1,0,"AP003721.2"
0,0,0,"AC027544.3"
0,0,2,"RBBP4P5"
0,0,0,"AP002892.2"
13,13,9,"KDM2B-DT"
17,7,9,"AP002784.2"
0,0,0,"MADD-AS1"
2,8,4,"AC009511.2"
0,0,0,"AC005832.2"
0,0,0,"LINC02423"
781,782,729,"PLBD1-AS1"
0,0,0,"HPRT1P3"
0,1,0,"TIMM17BP1"
0,0,0,"AP002840.1"
0,0,0,"STH"
0,0,0,"CACNA1C-AS3"
1384,1717,1842,"ZNF253"
0,0,0,"AC087241.1"
0,0,0,"PDCL3P7"
0,0,0,"AP002383.3"
0,0,0,"AC079031.1"
0,0,1,"AP000753.2"
0,0,0,"KLRF2"
1,6,7,"AC005832.3"
0,1,0,"AC022613.1"
0,0,0,"AC024224.2"
1,1,0,"AC138466.2"
58,61,75,"C17orf100"
0,0,0,"AC078925.1"
0,0,0,"AC079360.1"
0,6,1,"CAPNS2"
0,0,1,"AP000777.3"
0,0,0,"AC122688.2"
0,0,0,"TPT1P12"
0,0,0,"FLRT1"
0,0,0,"AC026786.1"
0,0,0,"ATP5MFP4"
0,0,0,"AC068790.1"
0,0,0,"AC005294.1"
0,0,0,"CACNA1C-IT1"
0,1,2,"AC023157.1"
0,0,0,"MEF2BNBP1"
0,0,0,"CCND2P1"
1,1,1,"TCP1P3"
0,0,0,"AL663061.2"
0,0,0,"KNOP1P1"
0,0,0,"AC048338.1"
0,0,0,"PARP11-AS1"
0,0,0,"AP001880.2"
41,23,8,"SLC5A8"
1,0,0,"AC079031.2"
0,0,0,"AC129102.1"
4,0,0,"AC084880.4"
0,0,0,"LINC02366"
0,0,0,"MTRNR2L7"
37,50,68,"AC022509.3"
0,0,0,"PSMC1P8"
0,0,0,"AC018410.1"
0,0,0,"AP002770.2"
5,2,1,"IQSEC3P1"
0,2,1,"A2ML1-AS2"
0,0,0,"LINC02419"
0,0,0,"GCNAP1"
33,20,29,"AC005840.3"
0,0,0,"AC090023.2"
673,1270,916,"AP000851.1"
0,0,0,"AC008033.2"
0,0,0,"AC084819.1"
0,0,0,"ADGRA1-AS1"
6,1,2,"AP000763.4"
0,0,0,"KRT17P8"
34,31,33,"PPP1R14B-AS1"
0,0,0,"AC148477.3"
0,0,0,"AP003721.3"
0,0,0,"AP002518.2"
0,0,0,"AC026369.3"
2,4,5,"AC069503.2"
0,0,0,"AC055876.3"
6,1,5,"AC131009.2"
0,0,0,"AC079602.3"
0,0,0,"AL513165.2"
21,24,16,"AC018653.3"
12,8,8,"SNRPEP2"
0,1,0,"AC084375.1"
0,0,0,"LINC00508"
0,0,0,"AP000462.3"
6,14,9,"AC053513.2"
0,0,0,"AC092821.3"
0,0,0,"LIMS3"
1,0,4,"KHDC1L"
0,0,0,"AC134349.2"
1,1,0,"AC135782.1"
0,0,0,"AC008013.3"
0,0,0,"AC140847.3"
0,0,0,"AC023050.5"
0,0,0,"AC005833.2"
0,0,0,"LINC02378"
1,4,1,"AC084816.1"
3,0,2,"AC137590.1"
22,20,30,"AP000438.1"
0,0,0,"AC008115.2"
0,0,0,"AC027667.1"
0,0,0,"GPR142"
0,0,0,"AC022367.1"
0,0,0,"AP002383.4"
0,0,0,"SLC25A39P2"
0,0,0,"HP"
0,0,0,"HSPE1P20"
0,0,0,"AC008250.1"
0,3,0,"AC087241.2"
0,0,0,"AC023595.1"
129,106,149,"AC010186.3"
0,0,0,"AC025252.3"
0,1,1,"RARS1P1"
17,13,18,"AP002761.3"
0,0,0,"AC008011.2"
33,37,35,"SRSF3P1"
0,0,0,"AC016746.1"
0,0,0,"SLCO1B3-SLCO1B7"
0,1,1,"LINC02417"
5,6,8,"AP003721.4"
0,0,0,"LINC02282"
0,0,0,"C11orf97"
3,2,3,"AP001363.2"
7,1,7,"AC091078.1"
0,0,0,"AC022335.1"
2,0,1,"AL049844.1"
0,0,0,"LINC02703"
0,0,0,"AP001453.3"
0,0,0,"AP003170.5"
1,0,0,"RPL29P33"
0,0,0,"RPEP6"
0,0,0,"AC006512.2"
1,1,2,"AC073530.1"
148,138,170,"MIR200CHG"
69,72,82,"AP001453.4"
0,0,0,"AP003174.3"
357,372,380,"DENND11"
0,0,0,"AC016957.1"
0,0,0,"AC084361.1"
0,0,0,"AL161747.2"
0,0,0,"CLIP1-AS1"
0,0,0,"LRRC37A13P"
5267,5510,7058,"LSM14A"
0,0,0,"AC006581.1"
7,7,9,"NHLRC4"
0,0,0,"OR4F28P"
0,1,0,"AC090502.1"
0,1,1,"LINC02450"
0,0,0,"OR11H12"
0,0,0,"EEF1B2P4"
0,0,0,"AL356756.1"
0,0,0,"AC126615.2"
177,218,243,"RRN3P3"
0,0,0,"AC093025.1"
0,0,0,"KRT127P"
10,33,21,"FOXG1-AS1"
1,2,2,"CLLU1"
0,0,0,"AC006197.1"
0,0,0,"AC126177.1"
34,13,26,"ODC1-DT"
0,0,0,"LINC02874"
0,0,0,"TAS2R38"
1,0,0,"LINC02821"
0,0,0,"AL512310.1"
0,0,0,"AC079905.2"
0,0,0,"PGAM1P5"
0,0,0,"AL163973.2"
0,0,0,"AC018659.2"
2,0,0,"AC084033.1"
1,0,0,"MED15P6"
0,0,0,"LINC02451"
0,0,0,"AC079362.1"
223,169,215,"TMPO-AS1"
0,0,0,"AC125612.1"
0,0,0,"CR383658.2"
0,0,0,"AK6P2"
0,0,0,"CR383656.1"
37,29,32,"AC009318.1"
0,0,0,"AC103702.1"
0,1,2,"HMGN2P6"
0,0,0,"AC009135.1"
6,3,1,"AC025423.4"
0,0,0,"AC090502.2"
0,0,0,"AC004080.3"
0,0,0,"LINC02293"
0,0,0,"AC090709.1"
0,0,1,"LINC02385"
0,0,0,"AC126178.1"
3,1,2,"HNRNPA1P50"
0,0,0,"FAM205BP"
0,0,0,"AC025161.1"
1,0,0,"AC084398.2"
0,0,0,"AC112229.3"
1,0,0,"NACAP8"
1110,1157,1525,"GATC"
0,0,0,"LNCOG"
0,0,0,"PRXL2AP1"
1,0,0,"AC007569.1"
0,0,1,"AC079907.1"
0,0,0,"CR383656.2"
29,22,38,"AC079601.2"
0,0,0,"AC079584.2"
0,0,0,"AC090531.1"
0,0,2,"LINC02448"
1,0,0,"DYNLL1P4"
0,0,0,"AC078814.2"
0,0,0,"AC018448.1"
1,0,0,"AC090630.1"
0,0,0,"AC078922.1"
14,9,12,"LINC01619"
15,7,7,"AC020612.1"
2,3,1,"PHBP19"
9,14,5,"AC124947.1"
0,0,0,"AC131157.1"
0,0,0,"AC010202.1"
1,0,0,"AC008147.1"
6,13,6,"AC012150.1"
0,0,0,"LINC02388"
36,79,79,"AC008014.1"
0,0,0,"AC023511.1"
0,0,0,"AC136443.3"
0,0,0,"AC123905.1"
475,531,675,"ZNF271P"
0,0,0,"AC002375.1"
9,1,8,"AL928654.2"
25,31,21,"KIRREL3-AS1"
1,1,0,"AL162311.1"
0,0,0,"AL139020.1"
0,4,9,"AC092652.1"
1,0,1,"AC127164.1"
0,0,0,"AC009729.1"
0,0,0,"AC012464.1"
0,0,0,"AC013437.1"
10,8,5,"AL132780.1"
0,0,0,"AC089999.3"
0,0,0,"H3P35"
0,0,0,"AC068305.1"
0,0,0,"AC025423.5"
0,0,0,"AC117372.2"
0,0,0,"AC080011.1"
0,0,0,"AC093027.1"
3,5,2,"AC008147.2"
0,0,0,"HAUS8P1"
0,0,0,"FAHD2P1"
80,70,75,"AC073896.2"
1,2,3,"AL162311.2"
0,0,0,"AC090017.1"
0,0,0,"AL589743.2"
3,3,4,"ZBED6"
2,0,2,"AC087311.1"
0,0,0,"AC008127.1"
1,2,2,"AC138123.1"
0,0,0,"AC123904.2"
0,0,0,"AC138360.1"
2,1,2,"AC012555.1"
0,1,0,"AC011611.2"
0,0,0,"RACGAP1P"
0,0,0,"HNRNPA1P69"
34,38,28,"MGAM"
0,2,2,"PRELID2P1"
564,578,565,"AC068888.1"
5,3,3,"AL928654.3"
8,3,14,"AC025165.2"
0,0,0,"AC055716.1"
0,0,0,"LINC02413"
0,0,0,"AC011603.2"
0,0,0,"AC027287.1"
264,255,283,"AC048341.1"
0,0,0,"AC008770.1"
0,0,0,"BNIP3P6"
2,1,3,"AC073863.1"
0,0,0,"AC123567.1"
0,0,0,"VENTXP3"
248,199,333,"FNTB"
0,0,0,"AC138969.4"
0,0,0,"AC063924.1"
0,0,0,"AC012038.1"
2,2,1,"AC079601.3"
0,0,0,"AC025154.1"
0,0,0,"AC023509.1"
0,0,0,"MIR3179-2"
0,0,0,"AC009779.1"
4,1,1,"AC025257.1"
0,0,0,"AC107016.1"
5,9,9,"AC023055.1"
0,0,0,"AC126763.1"
0,0,0,"AC126177.2"
0,0,0,"AL512310.2"
0,0,0,"AC126177.3"
0,0,0,"AC023161.1"
0,0,0,"KRT126P"
0,1,0,"AC008740.1"
0,0,0,"AC107016.2"
0,2,0,"AC079600.1"
0,0,0,"AC009803.1"
0,0,0,"AC092375.1"
1,0,0,"AC089984.1"
0,0,0,"AC034102.2"
0,0,0,"OR6C73P"
0,0,0,"AC084364.2"
0,0,0,"AC126177.4"
0,0,0,"AC074031.1"
1,0,0,"AC089998.1"
0,0,0,"AL512310.3"
28,36,47,"AC004241.1"
0,0,0,"AC073525.1"
0,0,0,"AC087311.2"
0,0,0,"AC011595.1"
1,2,2,"AC068305.2"
0,0,0,"SETP7"
25,34,31,"ZNF878"
0,0,0,"AC034102.3"
0,0,0,"AC004551.1"
7,3,4,"AC011611.3"
0,0,0,"AC025575.1"
